player_id,player_name,player_display_name,position,position_group,headshot_url,recent_team,season,week,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2020,1,REG,23,36,239.0,2,2.0,3.0,15.0,1,0,292.0,90.0,10.0,-9.496858,0,0.8184931,0.068936914,3,9.0,1,0.0,0.0,2.0,1.5054479,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,20.46,20.46
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2020,2,REG,23,35,217.0,1,1.0,0.0,-0.0,0,0,234.0,110.0,11.0,0.52437973,0,0.9273504,0.0763557,1,0.0,0,1.0,1.0,0.0,-5.4885907,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,8.68,8.68
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2020,3,REG,25,38,297.0,3,0.0,2.0,12.0,0,0,311.0,111.0,12.0,11.559702,0,0.95498395,0.15510345,5,0.0,0,1.0,0.0,0.0,-3.811726,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,23.88,23.88
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2020,4,REG,30,46,369.0,5,1.0,0.0,-0.0,0,0,431.0,109.0,20.0,12.6856365,0,0.8561485,0.21388371,3,-3.0,0,0.0,0.0,0.0,-1.1660742,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,32.46,32.46
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2020,5,REG,25,41,253.0,1,0.0,3.0,20.0,0,0,383.0,100.0,11.0,0.32756782,0,0.66057444,0.03788063,3,0.0,0,1.0,0.0,1.0,1.1466213,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,14.12,14.12
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2020,6,REG,17,27,166.0,2,0.0,0.0,-0.0,0,0,231.0,72.0,9.0,6.482449,0,0.7186147,0.20448145,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,14.64,14.64
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2020,7,REG,33,45,369.0,4,0.0,0.0,-0.0,0,0,399.0,134.0,22.0,26.7001,0,0.924812,0.3451253,1,1.0,1,0.0,0.0,1.0,1.1775947,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,36.86,36.86
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2020,8,REG,28,40,279.0,2,0.0,2.0,16.0,0,0,364.0,94.0,18.0,10.680832,0,0.76648355,0.18719228,1,-1.0,0,0.0,0.0,0.0,-1.3308029,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,19.06,19.06
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2020,9,REG,22,38,209.0,0,3.0,3.0,23.0,0,0,365.0,80.0,10.0,-23.323347,0,0.57260275,0.023745965,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,2.36,2.36
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2020,10,REG,28,39,341.0,3,0.0,1.0,7.0,0,0,324.0,168.0,18.0,28.041578,0,1.0524691,0.31525254,2,2.0,1,0.0,0.0,1.0,-0.40760535,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,31.84,31.84
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2020,11,REG,26,48,216.0,2,2.0,1.0,7.0,0,0,420.0,83.0,14.0,-9.62815,0,0.51428574,-0.021360755,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,12.64,12.64
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2020,12,REG,27,41,345.0,3,2.0,1.0,3.0,0,0,392.0,141.0,14.0,7.231104,0,0.88010204,0.12515774,1,-1.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,21.7,21.7
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2020,14,REG,15,23,196.0,2,0.0,0.0,-0.0,0,0,228.0,57.0,8.0,8.709685,0,0.8596491,0.25269276,3,-2.0,0,0.0,0.0,0.0,-2.5235114,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,15.64,15.64
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2020,15,REG,31,45,390.0,2,0.0,3.0,25.0,0,0,349.0,195.0,19.0,14.320213,0,1.1174785,0.17342012,2,-2.0,0,0.0,0.0,0.0,-4.1356816,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,23.4,23.4
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2020,16,REG,22,27,348.0,4,0.0,1.0,7.0,0,0,359.0,82.0,17.0,26.576752,0,0.96935934,0.4340285,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,29.92,29.92
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2020,17,REG,26,41,399.0,4,1.0,1.0,8.0,0,0,447.0,184.0,20.0,21.91453,0,0.89261746,0.27245387,5,3.0,0,0.0,0.0,1.0,-3.1517236,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,30.26,30.26
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2020,18,POST,22,40,381.0,2,0.0,3.0,16.0,0,0,461.0,119.0,18.0,19.551708,0,0.82646424,0.18783449,3,-2.0,0,0.0,0.0,0.0,-1.2994362,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,23.04,23.04
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2020,19,POST,18,33,199.0,2,0.0,1.0,10.0,1,0,318.0,95.0,13.0,3.6129236,0,0.6257862,0.0646327,5,2.0,1,0.0,0.0,2.0,0.22556297,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,22.16,22.16
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2020,20,POST,20,36,280.0,3,3.0,1.0,5.0,0,0,416.0,103.0,12.0,9.3315525,0,0.6730769,0.13640831,1,-1.0,0,0.0,0.0,0.0,-1.0134245,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,17.1,17.1
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2020,21,POST,21,29,201.0,3,0.0,1.0,6.0,0,0,176.0,129.0,12.0,8.748573,0,1.1420455,0.18086,4,-2.0,0,1.0,0.0,0.0,-2.3472462,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,19.84,19.84
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,1,REG,18,30,160.0,2,0.0,1.0,9.0,0,0,145.0,99.0,9.0,-2.9236414,0,1.1034483,0.012727877,2,0.0,0,0.0,0.0,0.0,-0.9120299,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,14.4,14.4
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,2,REG,26,38,312.0,1,1.0,0.0,-0.0,0,0,196.0,213.0,17.0,3.8463376,0,1.5918367,0.053375635,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,14.48,14.48
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,3,REG,29,36,288.0,3,0.0,2.0,13.0,1,0,152.0,163.0,14.0,10.723102,0,1.8947369,0.17761439,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,23.52,23.52
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,4,REG,19,25,246.0,2,1.0,2.0,18.0,0,0,233.0,90.0,15.0,10.554807,0,1.055794,0.25864837,3,-3.0,0,0.0,0.0,0.0,-1.9006042,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,15.54,15.54
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,5,REG,33,47,325.0,1,1.0,2.0,12.0,0,0,318.0,100.0,17.0,-0.2116289,0,1.0220126,0.06490696,1,1.0,1,0.0,0.0,1.0,1.9907672,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,21.1,21.1
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,7,REG,29,36,287.0,2,0.0,1.0,10.0,1,1,178.0,137.0,16.0,14.998207,0,1.6123595,0.26316994,3,2.0,1,0.0,0.0,2.0,-0.39845154,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,23.68,23.68
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,8,REG,31,41,280.0,2,0.0,1.0,8.0,1,0,190.0,169.0,11.0,8.238903,0,1.4736842,0.13815272,3,4.0,0,0.0,0.0,1.0,-0.9328425,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,19.6,19.6
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,9,REG,26,32,222.0,4,0.0,1.0,-0.0,1,1,161.0,81.0,12.0,11.752234,0,1.3788819,0.28894478,2,-2.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,22.68,22.68
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,10,REG,8,13,76.0,1,0.0,0.0,-0.0,1,0,52.0,67.0,4.0,0.039604537,0,1.4615384,0.0014003355,1,-1.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,6.94,6.94
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,15,REG,15,34,234.0,3,1.0,1.0,9.0,0,0,272.0,139.0,10.0,-3.069958,0,0.8602941,-0.10429814,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,19.36,19.36
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,16,REG,19,26,311.0,0,2.0,0.0,-0.0,0,0,263.0,137.0,13.0,10.579499,0,1.1825095,0.24506967,3,-3.0,0,0.0,0.0,0.0,-2.2025704,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,8.14,8.14
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,17,REG,22,32,201.0,3,0.0,2.0,10.0,1,0,201.0,83.0,11.0,5.1929793,0,1.0,0.1458392,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,20.04,20.04
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,18,POST,28,39,265.0,2,0.0,0.0,-0.0,0,0,185.0,160.0,14.0,14.463354,0,1.4324324,0.15340266,3,2.0,0,1.0,0.0,1.0,-4.823449,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,18.8,18.8
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,19,POST,19,34,134.0,1,3.0,0.0,-0.0,0,0,177.0,62.0,6.0,-19.410814,0,0.75706214,-0.05950255,2,3.0,0,0.0,0.0,2.0,0.9571515,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,3.66,3.66
00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",LV,2020,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,2.0,0,0.0,0.0,2.0,0.0,0.0,-1.301104,0,1.0,0.035714287,0.0124223605,0.06226708,0.0,0.2,1.2
00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",LV,2020,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,3.0,0,0.0,0.0,3.0,0.0,1.0,0.56307757,0,1.0,0.029411765,0.012552301,0.05290426,0.0,0.3,1.3
00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",LV,2020,4,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,2,18.0,1,0.0,0.0,18.0,0.0,2.0,2.7444804,0,1.0,0.046511628,0.06741573,0.116958454,0.0,7.8,9.8
00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",LV,2020,5,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,2,6.0,0,0.0,0.0,-1.0,7.0,1.0,0.043880444,0,0.0,0.06451613,-0.003690037,0.09419117,0.0,0.6,2.6
00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",LV,2020,7,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,6.0,0,0.0,0.0,3.0,3.0,0.0,0.14533772,0,2.0,0.027777778,0.00952381,0.048333332,0.0,0.6,1.6
00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",LV,2020,8,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,2,21.0,0,0.0,0.0,21.0,0.0,2.0,3.0514817,0,1.0,0.09090909,0.15,0.24136363,0.0,2.1,4.1
00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",LV,2020,9,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,0.0,0,0.0,0.0,-1.0,1.0,0.0,-0.586716,0,0.0,0.04347826,-0.0035587188,0.06272629,0.0,0.0,1.0
00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",LV,2020,11,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,1.0,1,0.0,0.0,1.0,0.0,1.0,1.5501769,0,1.0,0.03448276,0.0044444446,0.05483525,0.0,6.1,7.1
00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",LV,2020,13,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,0,1,0.0,0,0.0,0.0,9.0,0.0,0.0,-1.2499386,0,0.0,0.02173913,0.018036073,0.045233946,0.0,0.0,0.0
00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",LV,2020,16,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,5,12.0,0,0.0,0.0,36.0,9.0,1.0,-2.553498,0,0.33333334,0.16666667,0.117263846,0.3320847,0.0,1.2,3.2
00-0022787,M.Schaub,Matt Schaub,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mj2kh2nddxnw04ludcx0",ATL,2020,12,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,3,-4.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,-0.4,-0.4
00-0022824,A.Lee,Andy Lee,P,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bfozbs2h9jueavslvw3z",ARI,2020,15,REG,1,1,26.0,0,0.0,0.0,-0.0,0,0,14.0,12.0,1.0,4.0140114,0,1.8571428,,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,1.04,1.04
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,1,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,4,5,34.0,0,0.0,0.0,15.0,23.0,2.0,1.3585643,0,2.2666667,0.13513513,0.078125,0.2573902,0.0,3.4,7.4
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,7,7,50.0,0,0.0,0.0,25.0,25.0,4.0,5.975731,0,2.0,0.20588236,0.07836991,0.36368245,0.0,5.0,12.0
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,3,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,3,0.0,0,0.0,0.0,21.0,0.0,0.0,-7.686333,0,0.0,0.09090909,0.06687898,0.18317892,0.0,0.0,1.0
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,4,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,3,4.0,0,0.0,0.0,27.0,2.0,0.0,-1.5021464,0,0.14814815,0.09677419,0.12676056,0.23389368,0.0,0.4,2.4
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,5,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,4,7,35.0,0,0.0,0.0,48.0,19.0,2.0,-0.33103207,0,0.7291667,0.2,0.15141957,0.4059937,0.0,3.5,7.5
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,6,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,3,4,22.0,0,0.0,0.0,27.0,3.0,2.0,2.0977702,0,0.8148148,0.18181819,0.1173913,0.3549012,0.0,2.2,5.2
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,7,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,8,8,62.0,0,0.0,0.0,37.0,25.0,2.0,1.8443139,0,1.6756756,0.18181819,0.095607236,0.33965233,0.0,6.2,14.2
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,9,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,4,5,54.0,0,0.0,0.0,55.0,8.0,4.0,3.5704515,0,0.9818182,0.1923077,0.22,0.44246155,0.0,5.4,9.4
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,10,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,5,13.0,0,0.0,0.0,31.0,12.0,1.0,-7.2214136,0,0.41935483,0.15625,0.13419913,0.3283144,0.0,1.3,3.3
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,11,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,8,10,62.0,0,0.0,0.0,43.0,49.0,3.0,1.5028712,0,1.4418604,0.25641027,0.16044776,0.4969288,0.0,6.2,14.2
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,14,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,3,10.0,0,0.0,0.0,8.0,5.0,1.0,-2.0038457,0,1.25,0.09375,0.044692736,0.17190991,0.0,1.0,3.0
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,15,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,3,4,35.0,1,0.0,0.0,55.0,2.0,3.0,2.5821927,0,0.6363636,0.10810811,0.1510989,0.2679314,0.0,9.5,12.5
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,16,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,6,8,28.0,0,0.0,0.0,40.0,12.0,1.0,-1.9584751,0,0.7,0.17391305,0.09779951,0.32932922,0.0,2.8,8.8
00-0022924,B.Roethlisberger,Ben Roethlisberger,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vziogpnyp9d0xtpiuqhr",PIT,2020,1,REG,21,32,229.0,3,0.0,2.0,21.0,0,0,221.0,105.0,14.0,15.101036,0,1.0361991,0.18760112,3,9.0,0,1.0,0.0,1.0,-3.4936578,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,22.06,22.06
00-0022924,B.Roethlisberger,Ben Roethlisberger,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vziogpnyp9d0xtpiuqhr",PIT,2020,2,REG,29,41,311.0,2,1.0,1.0,10.0,0,0,233.0,168.0,15.0,1.1079273,0,1.334764,0.04144145,3,-2.0,0,1.0,0.0,0.0,-4.963545,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,18.24,18.24
